faixa_etaria,genero,etnia,idade,pcd,xp_profissional_prejudicada,uf_residencia,nivel_ensino,area_formacao,situacao_trabalho,cargo_atual,faixa_salarial,tempo_experiencia_dados,satisfacao_remuneracao,importancia_salario_escolha_emprego,satisfacao_beneficios,importancia_beneficios_escolha_emprego
40-44,Masculino,Parda,40,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,RS,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,1.0,,1.0
40-44,Masculino,Prefiro não informar,40,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Vivo fora do Brasil e trabalho para empresa de fora do Brasil,,Menos de R$ 1.000/mês,Mais de 10 anos,,0.0,,0.0
40-44,Masculino,Branca,40,Não,,,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),,Acima de R$ 40.001/mês,de 7 a 10 anos,,1.0,,0.0
40-44,Masculino,Branca,40,Não,,,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Cientista de Dados/Data Scientist,de R$ 20.001/mês a R$ 25.000/mês,de 5 a 6 anos,0.0,1.0,0.0,0.0
40-44,Masculino,Parda,40,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,1.0,,1.0
40-44,Masculino,Parda,40,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Branca,40,Não,,SC,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Branca,40,Não,,SC,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Outra Opção,de R$ 30.001/mês a R$ 40.000/mês,de 1 a 2 anos,1.0,0.0,0.0,0.0
40-44,Masculino,Branca,40,Não,,PI,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Suporte/Analista Técnico,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,0.0,1.0,0.0,0.0
40-44,Masculino,Branca,40,Não,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Engenheiro de Dados/Data Engineer/Data Architect,Acima de R$ 40.001/mês,Mais de 10 anos,,0.0,,0.0
40-44,Masculino,Branca,40,Não,,RJ,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,1.0,,0.0
40-44,Feminino,Branca,40,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,0.0,,0.0
40-44,Masculino,Parda,40,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
40-44,Feminino,Branca,40,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",MG,Doutorado ou Phd,Química / Física,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,1.0,,0.0
40-44,Masculino,Branca,40,Não,,RJ,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,0.0,1.0,0.0,0.0
40-44,Feminino,Branca,40,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,0.0,,0.0
40-44,Prefiro não informar,Branca,40,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PB,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,1.0,1.0,0.0,1.0
40-44,Masculino,Parda,40,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Branca,40,Não,,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,1.0
40-44,Feminino,Branca,40,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Analista de Dados/Data Analyst,Acima de R$ 40.001/mês,Mais de 10 anos,0.0,1.0,0.0,0.0
40-44,Masculino,Branca,40,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,Acima de R$ 40.001/mês,Mais de 10 anos,,0.0,,0.0
40-44,Masculino,Branca,40,Não,,SP,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,0.0,1.0,0.0,1.0
40-44,Masculino,Parda,40,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,CE,Graduação/Bacharelado,Outra opção,Empregado (CLT),Outra Opção,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,0.0,0.0,0.0,0.0
40-44,Masculino,Parda,40,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,BA,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,1.0,1.0,0.0,1.0
40-44,Feminino,Branca,40,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",RJ,Pós-graduação,Outra opção,Freelancer,Outra Opção,Menos de R$ 1.000/mês,Não tenho experiência na área de dados,1.0,1.0,1.0,1.0
40-44,Masculino,Parda,40,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,MG,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,Acima de R$ 40.001/mês,Mais de 10 anos,,0.0,,0.0
40-44,Feminino,Parda,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",MG,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,RS,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Arquiteto de Dados/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,0.0,,1.0
40-44,Feminino,Preta,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Arquiteto de Dados/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",MG,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,0.0,0.0,0.0,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,1.0
40-44,Masculino,Parda,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",RJ,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,0.0,1.0,0.0,0.0
40-44,Masculino,Branca,41,Não,,SC,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,1.0,1.0,1.0
40-44,Masculino,Parda,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,GO,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,0.0,0.0,1.0,0.0
40-44,Masculino,Branca,41,Não,,GO,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,0.0,1.0,0.0,0.0
40-44,Masculino,Amarela,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,,de R$ 16.001/mês a R$ 20.000/mês,Não tenho experiência na área de dados,,0.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,,1.0,,1.0
40-44,Masculino,Parda,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,,1.0,,1.0
40-44,Feminino,Preta,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",MG,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,SC,Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,0.0,1.0,1.0,1.0
40-44,Masculino,Parda,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,0.0,1.0,0.0,1.0
40-44,Masculino,Branca,41,Sim,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",CE,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,0.0,,1.0
40-44,Masculino,Branca,41,Não,,RS,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,0.0,,0.0
40-44,Masculino,Branca,41,Não,,ES,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,1.0,1.0,0.0,1.0
40-44,Masculino,Branca,41,Não,,TO,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Parda,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PA,Não tenho graduação formal,,Freelancer,,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,,0.0,,0.0
40-44,Masculino,Parda,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,0.0,1.0,0.0,0.0
40-44,Masculino,Branca,41,Não,,SP,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,1.0,1.0,0.0,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,de 7 a 10 anos,,1.0,,0.0
40-44,Feminino,Branca,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,ES,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Analista de Dados/Data Analyst,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,,1.0,,0.0
40-44,Masculino,Parda,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,CE,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Acima de R$ 40.001/mês,de 3 a 4 anos,,1.0,,0.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SC,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Analytics Engineer,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,0.0,,1.0
40-44,Masculino,Branca,41,Não,,PR,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,,0.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Cientista de Dados/Data Scientist,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,PR,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),,Acima de R$ 40.001/mês,Mais de 10 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,GO,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,0.0,1.0,0.0,0.0
40-44,Masculino,Preta,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,1.0,1.0,0.0,0.0
40-44,Masculino,Amarela,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empreendedor ou Empregado (CNPJ),,de R$ 25.001/mês a R$ 30.000/mês,de 5 a 6 anos,1.0,1.0,0.0,0.0
40-44,Masculino,Branca,41,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,AM,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,1.0,0.0,0.0
40-44,Masculino,Parda,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,RJ,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,,1.0,,1.0
40-44,Masculino,Branca,41,Não,,SP,Graduação/Bacharelado,Outra opção,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,1.0,,1.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,0.0,,0.0
40-44,Masculino,Branca,41,Não,,PR,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,1.0,,1.0
40-44,Masculino,Branca,41,Não,,SP,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analytics Engineer,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,,1.0,,1.0
40-44,Masculino,Branca,41,Não,,PR,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,Acima de R$ 40.001/mês,Mais de 10 anos,0.0,1.0,0.0,0.0
40-44,Masculino,Branca,41,Sim,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",PR,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,1.0
40-44,Masculino,Prefiro não informar,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Freelancer,,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,1.0,0.0,0.0,0.0
40-44,Feminino,Branca,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Negócios/Business Analyst,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,,0.0,,0.0
40-44,Feminino,Branca,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,Acima de R$ 40.001/mês,Mais de 10 anos,,0.0,,0.0
40-44,Masculino,Branca,41,Não,,MA,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,,1.0,,1.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,de 5 a 6 anos,,1.0,,0.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",PR,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,1.0,1.0,0.0,1.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Outra Opção,de R$ 16.001/mês a R$ 20.000/mês,Não tenho experiência na área de dados,0.0,1.0,0.0,0.0
40-44,Masculino,Parda,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Acima de R$ 40.001/mês,de 7 a 10 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,PE,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,,1.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,1.0,1.0,0.0,1.0
40-44,Masculino,Branca,41,Não,,RO,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Servidor Público,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 30.001/mês a R$ 40.000/mês,de 5 a 6 anos,0.0,1.0,0.0,0.0
40-44,Masculino,Branca,41,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,1.0,,1.0
40-44,Masculino,Parda,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,0.0,1.0,0.0,0.0
40-44,Feminino,Parda,41,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,ES,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,de 5 a 6 anos,,0.0,,0.0
40-44,Masculino,Branca,41,Não,,MG,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,,1.0,,0.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Suporte/Analista Técnico,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,1.0,0.0,0.0,0.0
40-44,Masculino,Branca,41,Não,,RS,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,0.0
40-44,Feminino,Branca,41,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,0.0,0.0,0.0
40-44,Masculino,Branca,41,Não,,RS,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Negócios/Business Analyst,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,,0.0,,0.0
40-44,Masculino,Branca,41,Não,,RS,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,,0.0,,0.0
40-44,Masculino,Branca,41,Não,,SC,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,1.0,,1.0
40-44,Masculino,Branca,41,Não,,SP,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,de 1 a 2 anos,,0.0,,0.0
40-44,Masculino,Branca,41,Não,,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,1.0,,0.0
