faixa_etaria,genero,etnia,idade,pcd,xp_profissional_prejudicada,uf_residencia,nivel_ensino,area_formacao,situacao_trabalho,cargo_atual,faixa_salarial,tempo_experiencia_dados,satisfacao_remuneracao,importancia_salario_escolha_emprego,satisfacao_beneficios,importancia_beneficios_escolha_emprego
25-29,Feminino,Branca,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,0.0
25-29,Masculino,Branca,29,Não,,SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,1.0,,0.0
25-29,Masculino,Parda,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SC,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,1.0,,0.0
25-29,Masculino,Branca,29,Não,,MG,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,1.0,1.0,1.0,0.0
25-29,Masculino,Parda,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Servidor Público,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,0.0
25-29,Feminino,Branca,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,0.0,0.0,0.0
25-29,Masculino,Branca,29,Não,,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,,0.0,,0.0
25-29,Masculino,Branca,29,Não,,CE,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,0.0,1.0,0.0,0.0
25-29,Masculino,Branca,29,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,RS,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Suporte/Analista Técnico,de R$ 2.001/mês a R$ 3.000/mês,Mais de 10 anos,0.0,0.0,0.0,0.0
25-29,Masculino,Branca,29,Não,,RS,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,,0.0,,0.0
25-29,Masculino,Branca,29,Não,,RS,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 5 a 6 anos,,1.0,,1.0
25-29,Masculino,Branca,29,Não,,RS,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,,1.0,,1.0
25-29,Masculino,Branca,29,Não,,MG,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 5 a 6 anos,,0.0,,0.0
25-29,Masculino,Parda,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,1.0,,1.0
25-29,Masculino,Branca,29,Não,,RJ,Doutorado ou Phd,Química / Física,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,0.0,1.0,0.0,0.0
25-29,Masculino,Branca,29,Não,,MG,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,1.0,1.0,1.0,1.0
25-29,Masculino,Parda,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 3 a 4 anos,1.0,0.0,0.0,0.0
25-29,Masculino,Branca,29,Não,,MG,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,0.0,,0.0
25-29,Feminino,Branca,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",PE,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,1.0,,1.0
25-29,Feminino,Branca,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Graduação/Bacharelado,Outra opção,Estagiário,Analytics Engineer,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,1.0,,0.0
25-29,Feminino,Branca,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SC,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 7 a 10 anos,,0.0,,0.0
25-29,Masculino,Preta,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PR,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Outra Opção,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,0.0,0.0,0.0
25-29,Masculino,Parda,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",MG,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,1.0
25-29,Masculino,Branca,29,Não,,MG,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
25-29,Masculino,Branca,29,Não,,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Arquiteto de Dados/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,,1.0,,0.0
25-29,Masculino,Amarela,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,,1.0,,1.0
25-29,Feminino,Branca,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SC,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,1.0,,1.0
25-29,Masculino,Parda,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Analista de Dados/Data Analyst,de R$ 25.001/mês a R$ 30.000/mês,de 5 a 6 anos,,1.0,,0.0
25-29,Feminino,Parda,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Mestrado,Outra opção,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,0.0,,0.0
25-29,Masculino,Branca,29,Não,,GO,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
25-29,Feminino,Branca,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",RJ,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,,1.0,,0.0
25-29,Feminino,Branca,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,1.0,,0.0
25-29,Masculino,Branca,29,Não,,SC,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,1.0,,0.0
25-29,Feminino,Branca,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,,1.0,,0.0
25-29,Feminino,Branca,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
25-29,Masculino,Branca,29,Não,,ES,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,,1.0,,0.0
25-29,Masculino,Branca,29,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,,1.0,,0.0
25-29,Masculino,Branca,29,Não,,MG,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 25.001/mês a R$ 30.000/mês,de 5 a 6 anos,,1.0,,0.0
25-29,Masculino,Branca,29,Não,,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,,1.0,,0.0
25-29,Masculino,Parda,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PR,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,1.0
25-29,Masculino,Branca,29,Não,,SP,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 30.001/mês a R$ 40.000/mês,de 7 a 10 anos,,0.0,,0.0
25-29,Feminino,Branca,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,,1.0,,0.0
25-29,Feminino,Branca,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
25-29,Masculino,Preta,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",RJ,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,de 7 a 10 anos,,1.0,,0.0
25-29,Masculino,Preta,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,,1.0,,0.0
25-29,Feminino,Branca,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,1.0,,0.0
25-29,Masculino,Branca,29,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 30.001/mês a R$ 40.000/mês,de 5 a 6 anos,,0.0,,0.0
25-29,Masculino,Parda,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 20.001/mês a R$ 25.000/mês,de 5 a 6 anos,,1.0,,1.0
25-29,Masculino,Parda,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,BA,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Suporte/Analista Técnico,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,0.0,0.0,0.0,1.0
25-29,Masculino,Parda,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,,1.0,,0.0
25-29,Masculino,Branca,29,Não,,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,,1.0,,0.0
25-29,Masculino,Parda,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SC,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,1.0
25-29,Masculino,Branca,29,Não,,RJ,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Analytics Engineer,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,0.0,1.0,0.0,1.0
25-29,Masculino,Parda,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,,1.0,,0.0
25-29,Masculino,Preta,29,Sim,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,1.0,1.0,0.0,0.0
25-29,Masculino,Parda,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MS,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Outra Opção,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,1.0,,0.0
25-29,Masculino,Branca,29,Não,,SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,0.0
25-29,Masculino,Branca,29,Não,,BA,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,,1.0,,0.0
25-29,Feminino,Parda,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PR,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,1.0
25-29,Masculino,Branca,29,Não,,DF,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,0.0,1.0,0.0,0.0
25-29,Masculino,Preta,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,DF,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empreendedor ou Empregado (CNPJ),,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,,0.0,,0.0
25-29,Masculino,Branca,29,Não,,SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,0.0,1.0,0.0,1.0
25-29,Feminino,Preta,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",RS,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Suporte/Analista Técnico,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,0.0,1.0,0.0,0.0
25-29,Masculino,Branca,29,Não,,SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,de 5 a 6 anos,,1.0,,0.0
25-29,Feminino,Parda,29,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Analista de BI/BI Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,1.0,,0.0
25-29,Masculino,Amarela,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,1.0,,1.0
25-29,Masculino,Outra,29,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Não tenho graduação formal,,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,1.0,1.0,0.0,0.0
25-29,Masculino,Branca,29,Não,,SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,1.0
